,Unnamed: 0,created_at,temp,hum,p25,p10
253968,298253,2019-12-21 08:38:57,22.9,78.3,157.60001,258.39999
253969,298254,2019-12-21 08:39:13,22.9,78.4,159.7,259.29999
253977,298262,2019-12-21 08:41:20,23.0,77.7,258.70001,390.60001
253978,298263,2019-12-21 08:41:36,23.0,77.8,255.7,378.60001
253979,298264,2019-12-21 08:41:52,23.0,77.6,182.0,287.20001
253984,298269,2019-12-21 08:43:15,23.1,77.9,220.5,335.5
253985,298270,2019-12-21 08:43:31,23.1,78.2,233.10001,357.10001
253986,298271,2019-12-21 08:43:47,23.1,78.2,203.2,316.89999
253987,298272,2019-12-21 08:44:03,23.1,78.3,244.60001,363.70001
253988,298273,2019-12-21 08:44:19,23.1,78.4,281.79999,410.79999
253989,298274,2019-12-21 08:44:35,23.1,78.4,232.0,344.0
253990,298275,2019-12-21 08:44:51,23.1,78.2,187.0,288.79999
253991,298276,2019-12-21 08:45:07,23.1,78.2,219.60001,329.60001
253992,298277,2019-12-21 08:45:23,23.1,78.1,191.10001,289.79999
253996,298281,2019-12-21 08:46:27,23.1,77.6,263.39999,382.39999
253997,298282,2019-12-21 08:46:43,23.2,77.7,253.10001,368.60001
253998,298283,2019-12-21 08:46:59,23.2,77.5,247.60001,368.39999
253999,298284,2019-12-21 08:47:15,23.2,77.6,339.0,486.89999000000006
254000,298285,2019-12-21 08:47:31,23.2,77.7,330.70001,465.0
254001,298286,2019-12-21 08:47:47,23.2,77.4,227.5,336.20001
254002,298287,2019-12-21 08:48:03,23.2,77.3,186.39999,291.10001
254003,298288,2019-12-21 08:48:19,23.2,77.2,197.2,307.20001
254004,298289,2019-12-21 08:48:35,23.2,77.2,206.8,313.60001
254009,298294,2019-12-21 08:49:55,23.2,77.5,239.5,350.70001
254010,298295,2019-12-21 08:50:10,23.2,77.7,316.70001,445.79999
254011,298296,2019-12-21 08:50:27,23.2,77.5,277.60001,390.29999
254012,298297,2019-12-21 08:50:43,23.2,77.2,218.2,321.39999
254013,298298,2019-12-21 08:50:59,23.1,77.5,247.7,361.10001
254014,298299,2019-12-21 08:51:15,23.1,77.8,312.0,435.10001
254015,298300,2019-12-21 08:51:31,23.1,77.8,253.89999,357.39999
254016,298301,2019-12-21 08:51:47,23.1,77.5,182.89999,280.29999
254017,298302,2019-12-21 08:52:24,23.1,77.5,247.0,362.0
254018,298303,2019-12-21 08:52:40,23.2,77.6,222.0,330.60001
254019,298304,2019-12-21 08:52:56,23.1,77.3,215.8,318.79999
254020,298305,2019-12-21 08:53:12,23.1,77.4,213.89999,304.29999
254021,298306,2019-12-21 08:53:28,23.1,77.5,221.3,316.20001
254022,298307,2019-12-21 08:53:44,23.1,77.5,215.5,319.0
254023,298308,2019-12-21 08:54:00,23.1,77.4,189.10001,286.60001
254024,298309,2019-12-21 08:54:16,23.2,77.5,190.89999,282.39999
254025,298310,2019-12-21 08:54:32,23.2,77.6,222.5,326.79999
254026,298311,2019-12-21 08:54:48,23.2,77.7,251.39999,369.10001
254027,298312,2019-12-21 08:55:04,23.2,77.6,247.8,368.70001
254028,298313,2019-12-21 08:55:20,23.2,77.4,222.10001,336.29999
254029,298314,2019-12-21 08:55:36,23.2,77.4,216.39999,320.29999
254030,298315,2019-12-21 08:55:52,23.2,77.4,202.39999,296.70001
254031,298316,2019-12-21 08:56:07,23.2,77.0,188.60001,276.5
254032,298317,2019-12-21 08:56:23,23.1,77.2,202.39999,296.70001
254035,298320,2019-12-21 08:57:12,23.2,77.1,190.3,282.39999
254036,298321,2019-12-21 08:57:31,23.2,76.8,189.3,284.10001
254040,298325,2019-12-21 08:58:34,23.2,76.9,187.10001,287.39999
254041,298326,2019-12-21 08:58:50,23.2,77.2,183.8,275.20001
254042,298327,2019-12-21 08:59:06,23.2,77.0,162.7,239.39999
254043,298328,2019-12-21 08:59:22,23.2,76.7,160.60001,238.10001
254044,298329,2019-12-21 08:59:38,23.2,76.9,185.0,275.89999
254734,299019,2019-12-21 12:05:40,25.6,62.7,93.3,284.29999
254735,299020,2019-12-21 12:05:56,25.5,63.2,97.2,329.60001
254736,299021,2019-12-21 12:06:12,25.5,63.9,87.4,182.60001
254918,299203,2019-12-21 12:55:14,26.6,58.3,114.4,234.89999
254919,299204,2019-12-21 12:55:30,26.6,58.5,145.3,349.60001
254920,299205,2019-12-21 12:55:46,26.5,59.6,169.5,372.5
254921,299206,2019-12-21 12:56:03,26.6,59.8,174.8,372.70001
254922,299207,2019-12-21 12:56:19,26.6,59.6,165.8,353.20001
254923,299208,2019-12-21 12:56:34,26.5,59.3,158.60001,334.5
254924,299209,2019-12-21 12:56:50,26.5,60.3,187.3,386.5
254925,299210,2019-12-21 12:57:06,26.5,60.5,199.2,404.70001
254926,299211,2019-12-21 12:57:23,26.5,60.2,165.10001,332.0
254927,299212,2019-12-21 12:57:39,26.5,60.1,156.10001,310.89999
254928,299213,2019-12-21 12:57:55,26.5,60.0,160.0,310.89999
254929,299214,2019-12-21 12:58:11,26.6,60.3,164.7,318.5
254930,299215,2019-12-21 12:58:30,26.6,60.0,163.3,317.5
254931,299216,2019-12-21 12:58:46,26.6,59.5,134.10001,240.10001
254936,299221,2019-12-21 13:00:16,26.6,59.1,113.7,199.39999
254937,299222,2019-12-21 13:00:32,26.6,60.4,181.0,353.89999
254938,299223,2019-12-21 13:00:49,26.7,60.4,191.39999,383.39999
254939,299224,2019-12-21 13:01:05,26.7,60.0,184.89999,365.70001
254940,299225,2019-12-21 13:01:21,26.8,60.1,182.3,357.70001
254941,299226,2019-12-21 13:01:37,26.8,60.1,159.3,303.39999
254942,299227,2019-12-21 13:01:52,26.8,59.8,129.3,234.10001
254951,299236,2019-12-21 13:04:19,27.0,61.6,134.8,237.3
256207,300492,2019-12-21 18:45:05,24.7,67.2,735.59998,826.59998
256208,300493,2019-12-21 18:45:23,24.7,67.2,935.90002,1045.5999800000004
256209,300494,2019-12-21 18:45:40,24.7,67.2,829.09998,913.59998
256210,300495,2019-12-21 18:45:56,24.7,67.1,817.09998,897.9000199999998
256211,300496,2019-12-21 18:46:12,24.7,67.1,800.5,879.9000199999998
256212,300497,2019-12-21 18:46:28,24.7,67.0,791.40002,868.7999900000002
256213,300498,2019-12-21 18:46:44,24.7,67.1,620.90002,682.09998
256214,300499,2019-12-21 18:47:01,24.7,67.1,434.29999,476.20001
256215,300500,2019-12-21 18:47:17,24.7,67.1,392.79999,430.5
257778,302063,2019-12-22 01:54:20,21.6,82.6,112.0,200.7
258077,302362,2019-12-22 03:16:00,21.2,85.3,109.3,192.8
258254,302539,2019-12-22 04:03:32,21.2,87.0,117.4,207.5
258255,302540,2019-12-22 04:03:48,21.2,87.0,116.5,211.10001
258690,302975,2019-12-22 06:00:41,21.7,87.4,119.3,210.0
258763,303048,2019-12-22 06:20:18,21.8,88.0,122.3,216.60001
259097,303382,2019-12-22 07:50:24,22.1,88.3,119.2,210.3
259189,303474,2019-12-22 08:15:09,22.1,88.5,116.5,205.8
259226,303511,2019-12-22 08:25:26,22.3,87.4,115.9,204.8
259227,303512,2019-12-22 08:25:42,22.3,87.4,113.5,201.3
259232,303517,2019-12-22 08:27:05,22.3,87.4,115.8,210.10001
261461,305746,2019-12-22 18:34:36,23.8,66.0,62.6,123.6
261474,305759,2019-12-22 18:38:07,23.9,65.4,62.3,127.6
261518,305803,2019-12-22 18:49:52,23.7,65.7,66.1,125.3
261538,305823,2019-12-22 18:55:14,23.7,65.8,67.8,126.0
261562,305847,2019-12-22 19:01:44,23.6,65.7,69.3,133.39999
261574,305859,2019-12-22 19:04:57,23.6,65.6,68.2,130.39999
261576,305861,2019-12-22 19:05:28,23.6,65.6,69.3,137.3
261577,305862,2019-12-22 19:05:46,23.6,65.7,70.1,137.10001
261586,305871,2019-12-22 19:08:13,23.5,65.8,72.5,141.39999
261587,305872,2019-12-22 19:08:29,23.5,65.8,72.1,138.2
261590,305875,2019-12-22 19:09:17,23.5,66.1,71.9,139.7
261594,305879,2019-12-22 19:10:42,23.5,65.7,73.1,143.39999
261597,305882,2019-12-22 19:11:29,23.4,65.9,68.0,124.7
261602,305887,2019-12-22 19:12:49,23.5,66.2,70.7,137.60001
261603,305888,2019-12-22 19:13:05,23.5,66.1,71.5,135.0
261604,305889,2019-12-22 19:13:21,23.5,66.1,70.1,134.0
261607,305892,2019-12-22 19:14:08,23.6,66.2,72.4,134.7
261608,305893,2019-12-22 19:14:25,23.6,66.4,73.7,149.10001
261609,305894,2019-12-22 19:14:41,23.6,66.3,71.4,151.8
261616,305901,2019-12-22 19:16:34,23.5,66.1,68.8,139.10001
261623,305908,2019-12-22 19:18:26,23.4,66.0,72.5,139.3
261624,305909,2019-12-22 19:18:42,23.4,66.2,71.6,138.39999
261631,305916,2019-12-22 19:20:36,23.5,66.4,69.3,139.7
262874,307159,2019-12-23 00:59:08,21.3,80.2,79.1,152.5
306712,37134,2019-12-26 11:24:24,25.3,68.4,67.3,174.89999
306713,37135,2019-12-26 11:24:28,25.3,68.3,80.8,322.39999
306714,37136,2019-12-26 11:24:31,25.3,68.2,87.3,386.60001
306715,37137,2019-12-26 11:24:35,25.3,68.2,89.0,408.79999
306716,37138,2019-12-26 11:24:39,25.4,68.3,89.4,415.20001
306717,37139,2019-12-26 11:24:44,25.3,68.2,89.9,425.20001
306718,37140,2019-12-26 11:24:47,25.4,68.3,90.7,430.39999000000006
306719,37141,2019-12-26 11:24:51,25.4,68.3,89.6,402.29999
306720,37142,2019-12-26 11:24:55,25.4,68.3,80.5,311.10001
306721,37143,2019-12-26 11:24:59,25.4,68.3,69.2,192.10001
306722,37144,2019-12-26 11:25:02,25.4,68.3,64.0,142.0
306726,37148,2019-12-26 11:25:18,25.4,68.2,63.8,141.3
306727,37149,2019-12-26 11:25:22,25.4,68.2,64.2,145.3
306728,37150,2019-12-26 11:25:26,25.4,68.2,64.2,150.39999
306730,37152,2019-12-26 11:25:33,25.4,68.1,64.5,152.0
306731,37153,2019-12-26 11:25:37,25.4,68.1,64.3,155.7
306732,37154,2019-12-26 11:25:41,25.4,68.1,63.6,151.5
306733,37155,2019-12-26 11:25:44,25.4,68.1,63.0,141.60001
306734,37156,2019-12-26 11:25:48,25.4,68.1,62.9,143.3
306735,37157,2019-12-26 11:25:55,25.4,68.1,61.8,140.60001
306737,37159,2019-12-26 11:26:04,25.4,68.0,63.2,139.0
306738,37160,2019-12-26 11:26:08,25.4,68.0,62.1,138.8
306739,37161,2019-12-26 11:26:11,25.4,68.1,62.7,142.8
306740,37162,2019-12-26 11:26:15,25.4,68.1,62.7,151.0
306741,37163,2019-12-26 11:26:19,25.4,68.2,62.2,146.89999
306742,37164,2019-12-26 11:26:26,25.4,68.2,62.2,145.60001
306743,37165,2019-12-26 11:26:31,25.4,68.2,61.4,140.2
306744,37166,2019-12-26 11:26:34,25.4,68.1,61.8,140.89999
306745,37167,2019-12-26 11:26:38,25.4,68.0,61.8,135.5
306754,37176,2019-12-26 11:27:14,25.5,68.3,62.1,134.0
306755,37177,2019-12-26 11:27:17,25.5,68.3,61.8,131.8
306756,37178,2019-12-26 11:27:21,25.5,68.3,60.9,129.5
307223,37645,2019-12-26 11:58:29,26.4,65.2,62.3,143.39999
307224,37646,2019-12-26 11:58:35,26.4,65.2,63.4,142.10001
307227,37649,2019-12-26 11:58:46,26.4,65.2,64.0,147.7
307229,37651,2019-12-26 11:58:54,26.3,65.0,64.6,149.3
307230,37652,2019-12-26 11:58:58,26.4,65.1,64.2,140.0
307231,37653,2019-12-26 11:59:01,26.4,65.1,63.6,134.39999
307233,37655,2019-12-26 11:59:09,26.4,65.0,63.6,146.5
307234,37656,2019-12-26 11:59:13,26.4,65.0,64.0,157.89999
307235,37657,2019-12-26 11:59:17,26.4,65.1,63.7,156.7
307236,37658,2019-12-26 11:59:21,26.3,65.2,63.7,157.39999
307237,37659,2019-12-26 11:59:24,26.4,65.4,63.3,151.39999
307238,37660,2019-12-26 11:59:30,26.3,65.4,62.9,148.39999
307239,37661,2019-12-26 11:59:34,26.3,65.4,61.6,138.39999
307244,37666,2019-12-26 11:59:53,26.3,65.4,63.7,134.10001
307246,37668,2019-12-26 12:00:00,26.3,65.3,64.8,156.3
307247,37669,2019-12-26 12:00:04,26.4,65.4,65.8,168.0
307248,37670,2019-12-26 12:00:10,26.4,65.3,66.3,174.8
307249,37671,2019-12-26 12:00:14,26.3,65.1,66.1,181.10001
307250,37672,2019-12-26 12:00:18,26.4,65.1,65.0,170.60001
307251,37673,2019-12-26 12:00:22,26.3,65.0,64.5,165.89999
307252,37674,2019-12-26 12:00:25,26.4,65.1,64.0,145.0
307256,37678,2019-12-26 12:00:41,26.3,65.1,67.1,169.5
307257,37679,2019-12-26 12:00:44,26.4,65.2,72.1,236.39999
307258,37680,2019-12-26 12:00:48,26.4,65.3,76.7,280.29999
307259,37681,2019-12-26 12:00:52,26.4,65.4,78.9,308.60001
307260,37682,2019-12-26 12:00:59,26.4,65.4,79.7,333.5
307261,37683,2019-12-26 12:01:03,26.4,65.4,83.0,400.39999
307262,37684,2019-12-26 12:01:08,26.5,65.3,87.3,435.20001
307263,37685,2019-12-26 12:01:11,26.4,65.1,83.9,392.70001
307264,37686,2019-12-26 12:01:15,26.4,65.0,78.0,327.89999
307265,37687,2019-12-26 12:01:19,26.4,64.9,74.6,295.79999
307266,37688,2019-12-26 12:01:24,26.4,64.9,73.2,281.0
307267,37689,2019-12-26 12:01:28,26.4,64.8,71.6,254.89999
307268,37690,2019-12-26 12:01:31,26.4,64.7,68.0,204.2
307269,37691,2019-12-26 12:01:35,26.4,64.5,63.1,157.10001
307270,37692,2019-12-26 12:01:39,26.5,64.5,61.6,138.3
307296,37718,2019-12-26 12:03:26,26.5,65.0,61.9,128.0
307297,37719,2019-12-26 12:03:30,26.4,64.9,61.7,132.2
307299,37721,2019-12-26 12:03:38,26.4,64.8,63.1,136.89999
308291,38713,2019-12-26 13:09:45,26.8,64.4,160.7,232.89999
308292,38714,2019-12-26 13:09:50,26.8,64.4,162.10001,236.7
308293,38715,2019-12-26 13:09:54,26.8,64.5,155.5,229.39999
310584,41006,2019-12-26 15:43:09,27.1,61.1,59.3,129.8
310585,41007,2019-12-26 15:43:13,27.1,61.2,60.0,135.39999
310586,41008,2019-12-26 15:43:17,27.1,61.2,60.8,150.2
310587,41009,2019-12-26 15:43:20,27.1,61.3,61.4,160.7
310589,41011,2019-12-26 15:43:28,27.0,61.3,62.1,167.8
310590,41012,2019-12-26 15:43:33,27.1,61.4,62.4,161.8
310591,41013,2019-12-26 15:43:38,27.1,61.4,61.6,143.7
310592,41014,2019-12-26 15:43:41,27.0,61.2,61.1,133.5
310645,41067,2019-12-26 15:47:12,27.1,61.6,59.0,123.0
310690,41112,2019-12-26 15:50:17,26.8,61.9,60.6,149.10001
310691,41113,2019-12-26 15:50:21,26.8,62.1,64.0,181.7
310692,41114,2019-12-26 15:50:25,26.8,62.3,65.2,200.2
310693,41115,2019-12-26 15:50:28,26.8,62.5,66.3,214.2
310694,41116,2019-12-26 15:50:32,26.8,62.5,67.4,227.0
310695,41117,2019-12-26 15:50:36,26.8,62.6,68.3,240.7
310696,41118,2019-12-26 15:50:40,26.8,62.6,67.9,235.39999
310697,41119,2019-12-26 15:50:43,26.8,62.7,66.8,217.89999
310698,41120,2019-12-26 15:50:47,26.7,62.6,64.5,187.8
310701,41123,2019-12-26 15:50:58,26.8,62.7,61.4,156.3
310702,41124,2019-12-26 15:51:02,26.7,62.6,60.9,149.0
310703,41125,2019-12-26 15:51:06,26.8,62.7,59.6,137.10001
310704,41126,2019-12-26 15:51:09,26.8,62.7,59.8,134.10001
310705,41127,2019-12-26 15:51:13,26.7,62.6,60.9,133.7
310711,41133,2019-12-26 15:51:36,26.8,62.1,58.4,116.9
331133,61555,2019-12-27 14:31:22,27.3,62.6,59.7,125.9
332355,62777,2019-12-27 15:52:54,26.7,65.3,119.9,141.2
332356,62778,2019-12-27 15:52:58,26.8,65.3,122.2,142.5
332357,62779,2019-12-27 15:53:02,26.8,65.3,125.2,149.0
332358,62780,2019-12-27 15:53:09,26.8,65.3,126.8,151.5
332359,62781,2019-12-27 15:53:13,26.8,65.3,129.7,155.5
332360,62782,2019-12-27 15:53:17,26.8,65.2,124.3,148.89999
335828,66250,2019-12-27 20:23:17,24.7,77.2,150.8,220.10001
335829,66251,2019-12-27 20:23:21,24.7,77.2,151.2,222.3
335830,66252,2019-12-27 20:23:25,24.6,77.2,151.10001,222.39999
335832,66254,2019-12-27 20:23:32,24.6,77.3,153.10001,226.7
335837,66259,2019-12-27 20:23:51,24.5,77.5,157.10001,233.0
335838,66260,2019-12-27 20:23:55,24.5,77.6,158.5,234.7
335839,66261,2019-12-27 20:23:59,24.5,77.6,159.8,233.89999
335845,66267,2019-12-27 20:24:24,24.4,78.0,158.39999,234.8
335847,66269,2019-12-27 20:24:32,24.4,78.1,158.3,235.5
335848,66270,2019-12-27 20:24:35,24.4,78.2,158.0,235.3
335849,66271,2019-12-27 20:24:39,24.3,78.2,158.3,233.8
335850,66272,2019-12-27 20:24:44,24.4,78.3,157.10001,230.5
335851,66273,2019-12-27 20:24:48,24.3,78.3,157.3,231.5
335852,66274,2019-12-27 20:24:52,24.4,78.4,157.7,229.39999
335853,66275,2019-12-27 20:24:56,24.3,78.3,157.8,231.7
335854,66276,2019-12-27 20:25:02,24.3,78.4,157.5,233.7
335855,66277,2019-12-27 20:25:06,24.3,78.5,157.3,233.0
335856,66278,2019-12-27 20:25:10,24.3,78.5,156.7,234.60001
335860,66282,2019-12-27 20:25:25,24.3,78.6,158.10001,245.7
335863,66285,2019-12-27 20:25:37,24.3,78.5,163.10001,265.89999
335864,66286,2019-12-27 20:25:41,24.3,78.5,164.7,270.5
335865,66287,2019-12-27 20:25:45,24.4,78.5,165.5,276.20001
335866,66288,2019-12-27 20:25:48,24.3,78.5,166.7,280.60001
335867,66289,2019-12-27 20:25:52,24.3,78.5,166.3,285.29999
335868,66290,2019-12-27 20:25:56,24.3,78.6,167.60001,289.20001
335869,66291,2019-12-27 20:26:00,24.4,78.6,166.2,291.10001
335870,66292,2019-12-27 20:26:03,24.3,78.6,165.0,287.79999
335871,66293,2019-12-27 20:26:07,24.3,78.6,165.2,281.20001
335872,66294,2019-12-27 20:26:11,24.3,78.7,164.8,283.60001
335873,66295,2019-12-27 20:26:15,24.3,78.6,164.39999,286.20001
335874,66296,2019-12-27 20:26:18,24.3,78.7,164.10001,285.79999
335875,66297,2019-12-27 20:26:22,24.3,78.7,163.39999,283.20001
335876,66298,2019-12-27 20:26:26,24.3,78.6,162.0,276.89999
335877,66299,2019-12-27 20:26:30,24.3,78.6,163.10001,277.89999
335878,66300,2019-12-27 20:26:33,24.4,78.6,161.89999,268.29999
335879,66301,2019-12-27 20:26:37,24.3,78.6,161.39999,267.39999
335880,66302,2019-12-27 20:26:41,24.3,78.6,161.7,266.60001
335881,66303,2019-12-27 20:26:45,24.3,78.6,161.10001,264.20001
335883,66305,2019-12-27 20:26:53,24.3,78.7,163.39999,260.60001
335884,66306,2019-12-27 20:26:56,24.2,78.6,163.89999,263.70001
335885,66307,2019-12-27 20:27:00,24.3,78.7,163.8,264.79999
335886,66308,2019-12-27 20:27:05,24.2,78.7,164.10001,267.70001
335887,66309,2019-12-27 20:27:09,24.2,78.8,164.0,265.79999
335888,66310,2019-12-27 20:27:12,24.3,78.9,165.60001,264.20001
335901,66323,2019-12-27 20:28:01,24.3,78.9,158.5,244.60001
335922,66344,2019-12-27 20:29:22,24.4,78.6,162.10001,234.2
335923,66345,2019-12-27 20:29:26,24.4,78.6,162.3,232.60001
335924,66346,2019-12-27 20:29:30,24.4,78.6,163.89999,235.8
335929,66351,2019-12-27 20:29:49,24.4,78.6,165.10001,243.60001
335930,66352,2019-12-27 20:29:53,24.4,78.6,165.5,244.10001
335931,66353,2019-12-27 20:29:57,24.4,78.5,165.3,241.89999
335937,66359,2019-12-27 20:30:20,24.4,78.6,162.5,235.10001
335938,66360,2019-12-27 20:30:24,24.4,78.6,161.89999,237.3
335941,66363,2019-12-27 20:30:35,24.4,78.6,158.7,236.7
335945,66367,2019-12-27 20:30:50,24.4,78.4,165.89999,246.10001
335947,66369,2019-12-27 20:30:58,24.4,78.4,170.0,248.2
335952,66374,2019-12-27 20:31:17,24.4,78.3,167.5,241.89999
335953,66375,2019-12-27 20:31:20,24.4,78.3,165.5,239.8
335954,66376,2019-12-27 20:31:24,24.4,78.3,165.2,238.39999
335955,66377,2019-12-27 20:31:28,24.4,78.3,163.39999,237.3
335957,66379,2019-12-27 20:31:35,24.4,78.3,164.2,238.60001
335958,66380,2019-12-27 20:31:39,24.4,78.3,167.10001,242.7
335961,66383,2019-12-27 20:31:50,24.5,78.3,168.60001,245.89999
335962,66384,2019-12-27 20:31:57,24.4,78.2,167.60001,243.7
335963,66385,2019-12-27 20:32:01,24.4,78.2,169.60001,249.39999
335974,66396,2019-12-27 20:32:43,24.3,78.3,167.2,245.89999
335976,66398,2019-12-27 20:32:51,24.3,78.3,170.10001,252.2
335979,66401,2019-12-27 20:33:02,24.3,78.4,172.3,249.3
335982,66404,2019-12-27 20:33:14,24.3,78.5,170.2,245.89999
336012,66434,2019-12-27 20:35:09,24.2,78.8,172.5,264.79999
336018,66440,2019-12-27 20:35:32,24.2,78.9,174.5,255.39999
336023,66445,2019-12-27 20:35:51,24.1,79.0,176.8,262.70001
336024,66446,2019-12-27 20:35:54,24.1,79.1,177.89999,266.70001
336027,66449,2019-12-27 20:36:08,24.0,79.1,175.3,263.10001
336031,66453,2019-12-27 20:36:23,24.0,79.3,175.2,253.0
336036,66458,2019-12-27 20:36:42,24.0,79.5,177.8,256.10001
336037,66459,2019-12-27 20:36:46,24.0,79.5,178.0,255.60001
336038,66460,2019-12-27 20:36:50,23.9,79.5,177.0,259.10001
336041,66463,2019-12-27 20:37:04,24.0,79.6,171.39999,257.60001
336048,66470,2019-12-27 20:37:30,24.0,79.8,171.5,245.89999
336049,66471,2019-12-27 20:37:34,24.0,79.8,175.2,248.3
336050,66472,2019-12-27 20:37:38,24.0,79.8,175.3,248.5
336051,66473,2019-12-27 20:37:41,24.0,79.7,175.39999,253.7
336052,66474,2019-12-27 20:37:45,24.0,79.7,174.7,253.8
336053,66475,2019-12-27 20:37:49,24.0,79.7,174.60001,255.60001
336064,66486,2019-12-27 20:38:35,24.0,79.7,176.39999,262.20001
336065,66487,2019-12-27 20:38:39,24.0,79.7,175.89999,260.0
336067,66489,2019-12-27 20:38:46,24.0,79.6,177.2,259.39999
336070,66492,2019-12-27 20:38:57,24.0,79.6,177.5,256.70001
336071,66493,2019-12-27 20:39:01,24.1,79.6,177.89999,258.60001
336075,66497,2019-12-27 20:39:18,24.1,79.5,175.89999,259.39999
336087,66509,2019-12-27 20:40:03,24.1,79.3,178.0,262.29999
336088,66510,2019-12-27 20:40:08,24.1,79.3,178.10001,264.29999
336092,66514,2019-12-27 20:40:24,24.1,79.2,179.7,266.70001
336093,66515,2019-12-27 20:40:28,24.1,79.2,179.89999,270.60001
336094,66516,2019-12-27 20:40:34,24.1,79.2,180.10001,271.39999
336095,66517,2019-12-27 20:40:39,24.1,79.2,180.39999,277.70001
336096,66518,2019-12-27 20:40:46,24.1,79.2,179.8,280.5
336098,66520,2019-12-27 20:40:54,24.1,79.2,178.10001,278.5
336106,66528,2019-12-27 20:41:24,24.1,79.1,184.60001,272.60001
336107,66529,2019-12-27 20:41:27,24.1,79.1,186.10001,271.0
336108,66530,2019-12-27 20:41:31,24.1,79.1,186.3,273.10001
336109,66531,2019-12-27 20:41:35,24.1,79.1,187.0,275.39999
336110,66532,2019-12-27 20:41:39,24.2,79.1,187.0,273.5
336111,66533,2019-12-27 20:41:43,24.1,79.0,186.60001,274.79999
336112,66534,2019-12-27 20:41:46,24.1,79.0,187.7,276.29999
336113,66535,2019-12-27 20:41:50,24.1,79.1,185.8,278.89999
336114,66536,2019-12-27 20:41:54,24.1,79.1,184.10001,274.89999
336115,66537,2019-12-27 20:41:58,24.1,79.1,183.10001,276.20001
336116,66538,2019-12-27 20:42:01,24.1,79.1,182.5,273.5
336118,66540,2019-12-27 20:42:10,24.1,79.1,183.0,276.60001
336119,66541,2019-12-27 20:42:14,24.1,79.0,183.0,278.39999
336122,66544,2019-12-27 20:42:25,24.1,79.1,181.89999,272.0
336123,66545,2019-12-27 20:42:29,24.1,79.1,183.8,273.5
336124,66546,2019-12-27 20:42:32,24.0,79.0,184.7,273.5
336125,66547,2019-12-27 20:42:36,24.0,79.1,184.2,273.89999
336126,66548,2019-12-27 20:42:40,24.0,79.1,183.10001,269.70001
336127,66549,2019-12-27 20:42:47,24.0,79.1,183.8,270.70001
336128,66550,2019-12-27 20:42:50,24.0,79.1,185.0,270.39999
336129,66551,2019-12-27 20:42:54,24.0,79.1,186.7,274.70001
336130,66552,2019-12-27 20:42:58,24.1,79.3,185.7,273.89999
336131,66553,2019-12-27 20:43:02,23.9,79.2,184.39999,277.5
336132,66554,2019-12-27 20:43:05,23.9,79.3,184.39999,277.79999
336133,66555,2019-12-27 20:43:09,23.9,79.3,186.39999,281.39999
336134,66556,2019-12-27 20:43:14,23.9,79.3,187.10001,280.89999
336135,66557,2019-12-27 20:43:18,23.9,79.3,186.3,282.79999
336137,66559,2019-12-27 20:43:26,23.8,79.4,183.60001,281.0
336138,66560,2019-12-27 20:43:33,23.8,79.5,182.89999,278.60001
336142,66564,2019-12-27 20:43:50,23.8,79.8,181.10001,267.39999
336143,66565,2019-12-27 20:43:55,23.8,79.9,181.3,267.29999
336146,66568,2019-12-27 20:44:07,23.7,79.9,182.8,271.79999
336153,66575,2019-12-27 20:44:37,23.7,80.2,177.89999,266.70001
336155,66577,2019-12-27 20:44:47,23.7,80.1,180.39999,264.89999
336159,66581,2019-12-27 20:45:02,23.7,80.0,181.60001,271.39999
336165,66587,2019-12-27 20:45:28,23.7,80.2,182.5,276.5
336166,66588,2019-12-27 20:45:31,23.7,80.2,183.3,277.20001
336168,66590,2019-12-27 20:45:39,23.7,80.3,184.3,279.89999
336169,66591,2019-12-27 20:45:43,23.7,80.2,181.89999,277.20001
336170,66592,2019-12-27 20:45:46,23.6,80.2,180.2,277.89999
336171,66593,2019-12-27 20:45:51,23.6,80.2,180.10001,276.39999
336172,66594,2019-12-27 20:45:55,23.6,80.3,180.89999,278.20001
336173,66595,2019-12-27 20:45:59,23.6,80.3,181.10001,285.29999
336174,66596,2019-12-27 20:46:03,23.6,80.3,181.8,285.70001
336175,66597,2019-12-27 20:46:07,23.6,80.3,179.7,283.89999
336176,66598,2019-12-27 20:46:13,23.6,80.4,180.0,282.10001
336177,66599,2019-12-27 20:46:17,23.6,80.4,179.60001,283.39999
336179,66601,2019-12-27 20:46:24,23.6,80.5,178.8,285.29999
336180,66602,2019-12-27 20:46:28,23.6,80.5,179.10001,283.70001
336181,66603,2019-12-27 20:46:32,23.6,80.5,177.5,280.29999
336186,66608,2019-12-27 20:47:00,23.6,80.7,176.10001,262.10001
336197,66619,2019-12-27 20:47:48,23.6,80.8,173.5,256.70001
336221,66643,2019-12-27 20:49:25,23.7,80.3,179.0,267.20001
336223,66645,2019-12-27 20:49:33,23.7,80.2,182.3,267.89999
336225,66647,2019-12-27 20:49:41,23.8,80.2,181.8,269.89999
336226,66648,2019-12-27 20:49:45,23.8,80.1,182.3,269.20001
336227,66649,2019-12-27 20:49:48,23.8,80.1,182.0,270.60001
336229,66651,2019-12-27 20:49:56,23.7,80.0,181.7,272.20001
336241,66663,2019-12-27 20:50:42,23.6,80.0,178.60001,275.20001
336250,66672,2019-12-27 20:51:17,23.5,80.4,179.89999,280.39999
336252,66674,2019-12-27 20:51:24,23.5,80.5,175.8,277.20001
