,created_at,temp,hum,p25,p10
28255,2019-11-07 07:36:00,22.8,91.4,112.5,198.2
28266,2019-11-07 07:40:00,22.8,92.2,115.2,198.10001
28270,2019-11-07 07:41:00,22.8,92.4,114.7,204.10001
28400,2019-11-07 08:27:00,24.1,88.6,111.7,173.8
32304,2019-11-08 07:14:00,22.4,91.4,110.7,196.39999
32306,2019-11-08 07:15:00,22.4,91.7,111.3,199.39999
32335,2019-11-08 07:25:00,22.2,92.7,114.0,192.3
32336,2019-11-08 07:25:00,22.1,92.7,115.5,197.5
32339,2019-11-08 07:26:00,22.2,92.2,113.5,201.3
32345,2019-11-08 07:28:00,22.4,92.3,111.0,197.39999
35682,2019-11-09 02:49:00,21.9,92.3,107.2,199.7
35683,2019-11-09 02:49:00,22.0,92.1,106.8,201.2
35684,2019-11-09 02:49:00,22.0,91.8,107.8,197.8
35687,2019-11-09 02:50:00,22.3,91.2,105.6,194.10001
35689,2019-11-09 02:51:00,22.5,90.6,102.2,195.39999
35690,2019-11-09 02:51:00,22.5,90.4,102.2,199.89999
35691,2019-11-09 02:52:00,22.6,90.3,101.3,196.39999
35692,2019-11-09 02:52:00,22.6,90.2,102.4,201.0
35693,2019-11-09 02:52:00,22.7,90.1,101.7,205.10001
35694,2019-11-09 02:53:00,22.7,89.9,104.3,201.7
35695,2019-11-09 02:53:00,22.7,89.7,104.0,195.5
35697,2019-11-09 02:54:00,22.7,89.5,101.7,200.2
35698,2019-11-09 02:54:00,22.7,89.4,99.9,188.5
35699,2019-11-09 02:54:00,22.7,89.1,100.1,188.5
35700,2019-11-09 02:55:00,22.7,88.7,100.7,198.3
35701,2019-11-09 02:55:00,22.8,88.7,101.3,202.5
35702,2019-11-09 02:56:00,22.7,88.4,100.6,199.2
35703,2019-11-09 02:56:00,22.8,88.4,100.8,187.7
35704,2019-11-09 02:56:00,22.8,88.5,99.0,194.60001
35706,2019-11-09 02:57:00,22.8,88.4,99.4,192.2
35708,2019-11-09 02:58:00,22.7,88.3,98.4,191.5
35709,2019-11-09 02:58:00,22.7,88.4,99.1,192.7
35711,2019-11-09 02:59:00,22.7,88.6,99.2,191.3
35712,2019-11-09 02:59:00,22.7,88.6,98.4,183.5
35714,2019-11-09 03:00:00,22.7,88.9,99.9,191.5
35715,2019-11-09 03:00:00,22.7,88.8,99.2,184.8
35716,2019-11-09 03:00:00,22.7,88.9,99.7,186.89999
35718,2019-11-09 03:01:00,22.7,89.0,98.7,187.39999
35719,2019-11-09 03:01:00,22.7,88.9,98.6,186.39999
35721,2019-11-09 03:02:00,22.7,88.7,98.3,194.0
35722,2019-11-09 03:02:00,22.7,88.7,97.8,184.7
35723,2019-11-09 03:03:00,22.7,88.7,98.4,189.39999
35724,2019-11-09 03:03:00,22.7,88.7,98.8,193.3
35725,2019-11-09 03:03:00,22.7,88.7,97.9,185.5
35730,2019-11-09 03:05:00,22.7,88.7,98.7,181.5
35731,2019-11-09 03:06:00,22.6,88.6,99.1,183.89999
35733,2019-11-09 03:06:00,22.6,88.6,97.6,185.8
35735,2019-11-09 03:07:00,22.6,88.7,98.2,183.60001
35747,2019-11-09 03:11:00,22.5,88.9,97.2,181.7
35784,2019-11-09 03:24:00,21.6,92.4,101.7,195.3
35785,2019-11-09 03:24:00,21.6,92.4,103.5,205.60001
35792,2019-11-09 03:27:00,21.7,92.4,101.5,190.0
35803,2019-11-09 03:31:00,21.4,92.9,103.2,190.0
35890,2019-11-09 04:00:00,21.4,93.1,99.9,185.2
35914,2019-11-09 04:09:00,21.0,93.8,104.9,192.8
35936,2019-11-09 04:16:00,21.2,93.5,104.6,197.10001
35945,2019-11-09 04:19:00,21.3,93.2,105.6,199.10001
35947,2019-11-09 04:20:00,21.4,93.0,108.0,191.60001
35948,2019-11-09 04:21:00,21.5,92.8,107.9,198.89999
35964,2019-11-09 04:26:00,21.8,92.0,107.4,197.8
35966,2019-11-09 04:27:00,21.8,91.8,106.5,201.0
35967,2019-11-09 04:27:00,21.9,91.8,106.0,194.60001
35974,2019-11-09 04:30:00,21.9,91.6,103.8,193.2
36133,2019-11-09 05:24:00,20.8,94.1,103.6,184.89999
36578,2019-11-09 07:58:00,23.4,91.5,109.0,198.2
36586,2019-11-09 08:01:00,23.4,90.8,116.1,200.39999
36590,2019-11-09 08:02:00,23.5,90.3,118.0,205.2
36593,2019-11-09 08:03:00,23.6,88.5,117.8,200.7
36602,2019-11-09 08:06:00,23.9,87.4,117.9,208.10001
36603,2019-11-09 08:06:00,23.9,87.5,117.4,211.0
36610,2019-11-09 08:09:00,23.8,88.2,119.4,195.8
36615,2019-11-09 08:11:00,23.9,88.0,116.8,203.10001
36646,2019-11-09 08:21:00,24.1,85.4,117.4,188.7
36664,2019-11-09 08:27:00,24.2,86.6,116.2,208.3
36665,2019-11-09 08:28:00,24.2,85.5,115.5,198.10001
36674,2019-11-09 08:31:00,24.3,84.7,114.6,180.7
36705,2019-11-09 08:42:00,24.3,85.5,114.7,188.2
40624,2019-11-10 07:30:00,20.3,92.5,111.7,174.60001
40641,2019-11-10 07:36:00,20.7,91.7,115.0,180.3
40791,2019-11-10 08:28:00,23.3,79.8,102.0,138.39999
41925,2019-11-10 15:46:00,36.7,27.2,25.4,69.7
41926,2019-11-10 15:46:00,36.8,26.9,32.2,157.7
41927,2019-11-10 15:47:00,36.9,27.0,28.9,82.6
41969,2019-11-10 16:07:00,36.7,28.5,28.0,72.0
58013,2019-11-14 14:20:00,30.2,45.1,41.8,111.6
58014,2019-11-14 14:21:00,30.2,45.2,40.6,112.5
77090,2019-11-19 05:04:00,20.3,89.0,94.9,125.2
77362,2019-11-19 06:38:00,20.3,90.9,92.7,122.1
77408,2019-11-19 06:54:00,20.7,90.2,107.0,144.0
77467,2019-11-19 07:15:00,21.0,90.0,95.5,125.8
77468,2019-11-19 07:15:00,21.0,90.0,100.9,132.60001
77472,2019-11-19 07:17:00,21.3,88.9,104.6,135.7
77473,2019-11-19 07:17:00,21.3,88.4,102.5,134.3
77474,2019-11-19 07:18:00,21.3,88.4,100.8,131.60001
77502,2019-11-19 07:27:00,22.0,84.0,93.5,121.1
77544,2019-11-19 07:42:00,22.0,86.9,94.6,122.7
81010,2019-11-20 03:50:00,22.3,90.2,101.7,138.89999
81366,2019-11-20 05:53:00,22.0,91.4,107.1,147.0
81423,2019-11-20 06:13:00,21.9,91.9,121.6,171.7
81430,2019-11-20 06:15:00,22.0,91.6,128.39999,183.7
81433,2019-11-20 06:16:00,22.1,91.4,132.10001,196.60001
81438,2019-11-20 06:18:00,22.1,91.2,127.3,185.10001
81439,2019-11-20 06:18:00,22.2,91.2,132.5,191.8
81447,2019-11-20 06:21:00,22.3,91.0,125.4,180.2
81448,2019-11-20 06:22:00,22.3,90.9,123.2,175.3
81449,2019-11-20 06:22:00,22.3,90.8,119.6,168.8
81454,2019-11-20 06:24:00,22.4,90.6,125.3,182.7
81455,2019-11-20 06:24:00,22.4,90.7,121.1,175.7
81462,2019-11-20 06:26:00,22.3,91.0,122.8,174.8
81463,2019-11-20 06:27:00,22.3,91.0,131.8,197.7
81465,2019-11-20 06:27:00,22.2,91.0,134.2,193.10001
81466,2019-11-20 06:28:00,22.2,91.1,124.2,175.89999
81470,2019-11-20 06:29:00,22.2,91.2,124.4,182.60001
81471,2019-11-20 06:30:00,22.2,91.2,124.3,181.0
81472,2019-11-20 06:30:00,22.2,91.1,122.7,180.10001
81474,2019-11-20 06:31:00,22.2,91.1,119.0,163.5
81475,2019-11-20 06:31:00,22.2,91.1,128.39999,183.8
81476,2019-11-20 06:31:00,22.3,91.1,130.39999,187.89999
81477,2019-11-20 06:32:00,22.2,91.1,123.3,179.5
81484,2019-11-20 06:34:00,22.3,91.1,130.5,188.10001
81485,2019-11-20 06:34:00,22.3,91.1,133.60001,195.5
81487,2019-11-20 06:35:00,22.3,91.0,134.10001,194.7
81489,2019-11-20 06:36:00,22.3,91.0,129.7,191.89999
81491,2019-11-20 06:36:00,22.3,90.9,127.4,184.8
81492,2019-11-20 06:37:00,22.3,90.9,127.8,187.5
81494,2019-11-20 06:37:00,22.3,90.8,131.2,187.7
81495,2019-11-20 06:38:00,22.3,90.8,131.10001,186.10001
81498,2019-11-20 06:39:00,22.3,90.7,123.4,176.3
81502,2019-11-20 06:40:00,22.3,90.7,128.5,185.3
81504,2019-11-20 06:41:00,22.2,90.8,126.1,178.2
81508,2019-11-20 06:42:00,22.3,90.8,124.3,178.8
81510,2019-11-20 06:43:00,22.2,90.8,115.0,160.89999
81512,2019-11-20 06:44:00,22.2,90.8,129.2,190.2
81514,2019-11-20 06:44:00,22.2,90.8,130.7,186.5
81515,2019-11-20 06:45:00,22.2,90.8,130.39999,184.3
81516,2019-11-20 06:45:00,22.2,90.8,128.0,180.8
81522,2019-11-20 06:47:00,22.2,90.8,129.0,186.60001
81523,2019-11-20 06:48:00,22.2,90.8,126.1,181.3
81530,2019-11-20 06:50:00,22.3,90.7,123.5,173.5
81531,2019-11-20 06:50:00,22.4,90.7,124.6,177.60001
81533,2019-11-20 06:51:00,22.4,90.6,124.4,179.8
81534,2019-11-20 06:51:00,22.4,90.6,122.3,175.39999
81537,2019-11-20 06:52:00,22.5,90.5,114.9,161.7
81538,2019-11-20 06:53:00,22.4,90.5,114.1,158.5
81540,2019-11-20 06:53:00,22.4,90.5,121.7,173.39999
81542,2019-11-20 06:54:00,22.4,90.4,117.7,167.5
81549,2019-11-20 06:57:00,22.4,90.5,112.8,157.0
81555,2019-11-20 06:59:00,22.3,90.7,124.4,179.60001
81558,2019-11-20 07:00:00,22.3,90.7,122.1,172.7
81565,2019-11-20 07:02:00,22.3,90.8,120.1,172.7
81567,2019-11-20 07:03:00,22.2,90.9,127.2,182.5
81575,2019-11-20 07:06:00,22.4,90.5,130.39999,189.10001
81576,2019-11-20 07:06:00,22.4,90.5,124.5,181.89999
81577,2019-11-20 07:06:00,22.4,90.4,124.8,185.39999
81580,2019-11-20 07:07:00,22.4,90.4,120.4,172.8
81592,2019-11-20 07:11:00,22.4,90.6,122.4,174.8
81593,2019-11-20 07:12:00,22.5,90.6,120.7,170.60001
81602,2019-11-20 07:15:00,22.6,90.3,131.8,197.3
81605,2019-11-20 07:16:00,22.6,90.4,134.3,202.89999
81606,2019-11-20 07:16:00,22.5,90.4,134.0,198.5
81608,2019-11-20 07:17:00,22.5,90.6,130.0,191.60001
81612,2019-11-20 07:18:00,22.4,90.8,124.2,185.60001
81617,2019-11-20 07:20:00,22.4,90.9,134.3,200.60001
81618,2019-11-20 07:21:00,22.5,91.0,134.3,203.0
81625,2019-11-20 07:23:00,22.5,90.7,126.6,186.5
81627,2019-11-20 07:24:00,22.5,90.7,132.0,200.2
81629,2019-11-20 07:24:00,22.5,90.7,129.2,190.89999
81640,2019-11-20 07:28:00,22.5,90.6,132.2,204.10001
81645,2019-11-20 07:30:00,22.4,90.6,129.60001,190.10001
81647,2019-11-20 07:31:00,22.5,90.6,126.1,198.3
81664,2019-11-20 07:36:00,22.7,90.2,132.39999,205.3
81672,2019-11-20 07:39:00,22.5,90.8,133.10001,203.3
81678,2019-11-20 07:41:00,22.6,90.9,133.0,203.7
81702,2019-11-20 07:50:00,22.6,90.6,131.8,205.39999
81752,2019-11-20 08:07:00,22.7,90.2,127.3,202.89999
81757,2019-11-20 08:09:00,22.7,90.0,129.2,201.60001
81773,2019-11-20 08:14:00,22.8,90.1,126.5,186.7
81793,2019-11-20 08:21:00,23.3,86.7,126.4,198.0
81795,2019-11-20 08:22:00,23.2,87.0,124.9,185.7
81800,2019-11-20 08:24:00,23.0,87.9,131.89999,207.39999
81821,2019-11-20 08:31:00,22.9,88.6,125.6,196.8
81835,2019-11-20 08:36:00,23.1,88.3,128.0,188.10001
81839,2019-11-20 08:38:00,23.1,87.9,119.2,183.3
81927,2019-11-20 09:08:00,23.8,82.7,111.1,155.2
81970,2019-11-20 09:23:00,24.4,79.7,119.6,173.0
81973,2019-11-20 09:24:00,24.3,80.6,115.0,162.5
82000,2019-11-20 09:34:00,24.7,79.5,112.2,157.8
82008,2019-11-20 09:36:00,24.7,78.4,118.7,168.89999
82026,2019-11-20 09:43:00,24.7,78.6,115.0,162.8
82027,2019-11-20 09:43:00,24.7,78.1,123.3,177.2
82028,2019-11-20 09:43:00,24.6,78.1,117.0,164.89999
82081,2019-11-20 10:02:00,25.0,76.5,120.8,176.0
82110,2019-11-20 10:12:00,25.6,73.9,111.0,155.5
82145,2019-11-20 10:24:00,25.9,72.1,110.3,152.10001
82146,2019-11-20 10:24:00,25.9,71.8,107.4,145.39999
82147,2019-11-20 10:25:00,25.8,71.8,103.6,140.5
82156,2019-11-20 10:28:00,25.8,72.8,101.4,134.5
82158,2019-11-20 10:28:00,25.7,72.4,104.4,141.8
82161,2019-11-20 10:29:00,25.6,72.5,106.5,143.2
82165,2019-11-20 10:31:00,25.5,73.0,98.1,129.3
82166,2019-11-20 10:31:00,25.5,72.9,105.6,136.5
82167,2019-11-20 10:32:00,25.5,73.0,104.0,133.89999
82169,2019-11-20 10:32:00,25.4,73.0,103.4,142.2
82170,2019-11-20 10:33:00,25.4,72.3,102.4,134.8
82172,2019-11-20 10:33:00,25.4,72.1,102.7,136.10001
82173,2019-11-20 10:34:00,25.4,72.3,99.2,129.10001
82174,2019-11-20 10:34:00,25.3,72.6,103.8,135.2
82177,2019-11-20 10:35:00,25.4,72.9,94.8,125.2
82184,2019-11-20 10:37:00,25.6,72.3,101.7,137.0
82191,2019-11-20 10:40:00,25.7,70.5,102.6,138.2
82201,2019-11-20 10:43:00,25.6,71.4,96.6,123.2
82206,2019-11-20 10:45:00,25.6,70.0,98.8,130.3
82212,2019-11-20 10:47:00,25.5,70.0,94.7,123.6
82220,2019-11-20 10:50:00,25.8,70.1,101.7,135.10001
82234,2019-11-20 10:55:00,26.0,67.8,99.6,129.39999
82266,2019-11-20 11:06:00,26.6,64.7,93.8,120.9
82268,2019-11-20 11:07:00,26.6,65.1,98.4,127.1
82269,2019-11-20 11:07:00,26.5,65.2,98.9,128.60001
82324,2019-11-20 11:26:00,26.8,64.2,87.8,111.7
82340,2019-11-20 11:32:00,27.7,59.7,93.2,121.5
84531,2019-11-21 00:32:00,23.3,80.9,104.9,143.8
84720,2019-11-21 01:38:00,23.0,82.6,106.8,148.60001
84739,2019-11-21 01:45:00,23.0,82.8,106.6,143.7
84763,2019-11-21 01:53:00,23.0,83.0,105.4,144.2
84794,2019-11-21 02:04:00,22.9,84.2,111.9,155.60001
84795,2019-11-21 02:05:00,22.8,84.2,114.4,160.60001
84799,2019-11-21 02:06:00,22.8,84.6,112.6,156.8
84852,2019-11-21 02:25:00,22.6,86.5,114.8,159.8
84899,2019-11-21 02:41:00,22.5,87.4,118.3,182.8
84902,2019-11-21 02:42:00,22.5,87.4,110.7,156.2
84909,2019-11-21 02:45:00,22.4,88.5,123.7,180.39999
84927,2019-11-21 02:51:00,22.3,89.5,116.3,171.10001
84948,2019-11-21 02:58:00,22.3,90.0,123.5,180.7
84958,2019-11-21 03:02:00,22.3,90.0,121.0,182.0
84959,2019-11-21 03:02:00,22.3,90.1,126.5,197.10001
84997,2019-11-21 03:15:00,22.4,90.1,124.7,186.60001
85019,2019-11-21 03:23:00,22.3,90.5,127.9,198.89999
85021,2019-11-21 03:24:00,22.2,90.7,120.3,182.89999
85026,2019-11-21 03:26:00,22.2,90.7,120.2,185.8
85029,2019-11-21 03:27:00,22.2,90.8,127.7,198.8
85040,2019-11-21 03:31:00,22.2,91.0,120.1,186.89999
85058,2019-11-21 03:37:00,22.3,90.4,124.2,185.60001
85061,2019-11-21 03:38:00,22.3,90.4,122.5,191.60001
102260,2019-11-25 07:42:00,20.2,93.2,122.0,176.39999
102263,2019-11-25 07:43:00,20.2,92.9,124.4,175.7
102272,2019-11-25 07:46:00,20.3,92.7,126.4,179.60001
102274,2019-11-25 07:46:00,20.4,92.5,124.4,181.7
102298,2019-11-25 07:55:00,20.8,91.4,122.3,171.60001
102339,2019-11-25 08:09:00,21.3,89.3,118.7,169.10001
102346,2019-11-25 08:11:00,21.4,88.9,110.7,151.0
102347,2019-11-25 08:12:00,21.3,88.5,112.5,156.3
102365,2019-11-25 08:18:00,21.4,88.2,109.5,150.7
102379,2019-11-25 08:23:00,21.5,87.2,114.5,160.8
102519,2019-11-25 09:12:00,22.8,80.2,106.5,148.3
104386,2019-11-25 20:08:00,24.3,70.1,110.9,156.3
104518,2019-11-25 20:54:00,23.9,72.7,113.8,161.10001
104724,2019-11-25 22:06:00,23.3,76.9,118.9,183.10001
104759,2019-11-25 22:18:00,23.2,77.4,115.1,161.10001
105980,2019-11-26 05:22:00,20.7,91.4,119.2,186.5
106011,2019-11-26 05:33:00,20.7,91.7,124.3,193.2
106014,2019-11-26 05:34:00,20.6,91.8,117.1,182.10001
106035,2019-11-26 05:41:00,20.5,92.2,124.8,199.7
106042,2019-11-26 05:44:00,20.4,92.4,119.8,187.0
106044,2019-11-26 05:44:00,20.4,92.5,120.7,188.0
106057,2019-11-26 05:49:00,20.3,92.7,113.9,178.2
106115,2019-11-26 06:09:00,19.7,94.6,127.9,211.89999
106255,2019-11-26 06:57:00,19.5,95.4,114.8,183.5
106276,2019-11-26 07:05:00,19.9,94.9,120.7,195.3
106317,2019-11-26 07:19:00,19.9,94.6,111.4,174.7
106327,2019-11-26 07:22:00,20.1,94.7,125.7,200.89999
106328,2019-11-26 07:23:00,20.1,94.6,120.8,192.7
106347,2019-11-26 07:29:00,20.3,94.3,121.6,194.3
106349,2019-11-26 07:30:00,20.4,94.1,126.8,203.8
106351,2019-11-26 07:31:00,20.4,93.9,131.60001,209.89999
106352,2019-11-26 07:31:00,20.4,93.8,136.39999,224.0
106354,2019-11-26 07:32:00,20.4,93.7,119.9,191.8
106357,2019-11-26 07:33:00,20.4,93.7,128.60001,204.7
106358,2019-11-26 07:33:00,20.5,93.7,124.8,198.60001
106360,2019-11-26 07:34:00,20.5,93.6,118.3,185.3
106367,2019-11-26 07:36:00,20.6,93.3,124.2,202.60001
106369,2019-11-26 07:37:00,20.6,93.3,126.4,200.60001
106370,2019-11-26 07:37:00,20.6,93.3,125.5,198.39999
106374,2019-11-26 07:38:00,20.6,93.0,130.5,211.7
106375,2019-11-26 07:39:00,20.6,93.1,128.2,207.89999
106383,2019-11-26 07:42:00,20.6,93.1,116.8,185.39999
106384,2019-11-26 07:42:00,20.6,93.0,125.9,199.10001
106385,2019-11-26 07:42:00,20.6,93.1,122.4,196.2
106386,2019-11-26 07:43:00,20.6,93.0,116.5,182.3
106390,2019-11-26 07:44:00,20.7,92.7,119.4,192.10001
106391,2019-11-26 07:44:00,20.7,92.7,117.5,184.2
106393,2019-11-26 07:45:00,20.7,92.6,127.7,203.5
106395,2019-11-26 07:46:00,20.7,92.5,131.10001,206.10001
106398,2019-11-26 07:47:00,20.7,92.4,127.8,203.5
106400,2019-11-26 07:47:00,20.6,92.3,124.4,196.89999
106401,2019-11-26 07:48:00,20.6,92.4,125.0,199.89999
106405,2019-11-26 07:49:00,20.6,92.3,125.0,197.0
106406,2019-11-26 07:50:00,20.6,92.0,125.1,196.2
106411,2019-11-26 07:51:00,20.6,92.1,125.9,199.89999
106412,2019-11-26 07:52:00,20.6,92.1,122.9,195.5
106415,2019-11-26 07:53:00,20.6,92.3,125.6,200.5
106418,2019-11-26 07:54:00,20.6,92.3,119.1,185.89999
106423,2019-11-26 07:55:00,20.7,92.0,119.9,185.39999
106433,2019-11-26 07:59:00,20.6,91.9,125.3,197.89999
106440,2019-11-26 08:01:00,20.7,91.7,118.8,182.0
106446,2019-11-26 08:03:00,20.7,91.7,124.7,198.5
106447,2019-11-26 08:04:00,20.7,91.7,119.4,186.60001
106457,2019-11-26 08:07:00,20.9,91.4,131.39999,214.3
106458,2019-11-26 08:07:00,20.9,91.2,132.89999,219.2
106463,2019-11-26 08:09:00,21.0,91.1,120.1,182.8
106479,2019-11-26 08:15:00,21.0,90.6,126.9,195.5
106481,2019-11-26 08:15:00,21.1,90.8,123.1,191.10001
106482,2019-11-26 08:16:00,21.0,90.7,118.3,182.60001
106496,2019-11-26 08:21:00,21.4,90.0,120.3,184.10001
106584,2019-11-26 08:51:00,22.1,82.8,121.9,174.0
106585,2019-11-26 08:51:00,22.1,82.7,119.4,173.2
106773,2019-11-26 09:57:00,23.6,73.0,99.9,135.5
106774,2019-11-26 09:57:00,23.6,73.3,98.2,134.39999
110298,2019-11-27 06:25:00,19.6,93.1,115.0,186.8
110369,2019-11-27 06:49:00,19.7,92.5,115.7,184.89999
114489,2019-11-28 06:39:00,20.4,93.4,104.0,191.10001
114696,2019-11-28 07:51:00,21.2,92.4,107.3,191.5
114704,2019-11-28 07:53:00,21.2,92.7,102.9,189.2
114778,2019-11-28 08:19:00,22.0,91.1,105.4,189.0
127174,2019-12-01 08:43:00,23.5,90.1,61.0,121.5
127188,2019-12-01 08:48:00,23.8,88.2,61.0,122.2
127197,2019-12-01 08:51:00,23.8,87.4,62.7,126.9
127198,2019-12-01 08:51:00,23.8,87.4,65.9,155.39999
127199,2019-12-01 08:51:00,23.9,87.7,66.7,155.60001
127200,2019-12-01 08:52:00,23.9,87.6,67.0,155.3
127201,2019-12-01 08:52:00,23.8,87.4,65.0,145.2
127202,2019-12-01 08:52:00,23.9,87.2,62.1,130.39999
127204,2019-12-01 08:53:00,23.9,87.1,58.7,122.7
127205,2019-12-01 08:54:00,24.0,87.2,55.2,108.7
127255,2019-12-01 09:11:00,24.6,80.1,59.1,133.5
127256,2019-12-01 09:11:00,24.6,80.4,58.7,138.0
127258,2019-12-01 09:12:00,24.6,80.4,56.8,121.0
127259,2019-12-01 09:12:00,24.6,80.6,57.5,129.39999
138915,2019-12-04 05:30:00,21.4,95.5,117.3,204.10001
138928,2019-12-04 05:34:00,21.3,95.9,121.6,212.10001
138930,2019-12-04 05:35:00,21.2,96.0,116.7,205.89999
138934,2019-12-04 05:36:00,21.2,96.1,120.3,204.5
138935,2019-12-04 05:36:00,21.2,96.0,120.9,210.5
138943,2019-12-04 05:39:00,21.3,96.0,118.8,204.60001
138968,2019-12-04 05:48:00,21.5,95.1,115.5,198.7
147316,2019-12-06 07:42:00,20.0,94.9,113.5,202.5
147337,2019-12-06 07:49:00,19.9,95.5,112.4,201.5
147339,2019-12-06 07:50:00,19.9,95.4,113.6,201.39999
147347,2019-12-06 07:52:00,19.9,95.3,113.9,201.89999
147353,2019-12-06 07:54:00,19.9,95.5,115.9,203.5
147358,2019-12-06 07:56:00,20.0,95.4,116.0,201.39999
147368,2019-12-06 08:00:00,20.2,94.8,114.0,200.5
147369,2019-12-06 08:00:00,20.2,94.8,117.1,206.10001
147379,2019-12-06 08:03:00,20.3,94.6,114.4,206.5
147380,2019-12-06 08:04:00,20.3,94.6,109.3,195.2
147383,2019-12-06 08:05:00,20.3,94.7,111.7,197.8
147392,2019-12-06 08:08:00,20.3,94.6,116.3,204.60001
147399,2019-12-06 08:11:00,20.3,94.5,118.2,207.3
147452,2019-12-06 08:29:00,20.8,93.0,114.0,201.7
147453,2019-12-06 08:29:00,20.8,93.1,115.8,203.10001
147455,2019-12-06 08:30:00,20.7,93.1,115.0,198.60001
147459,2019-12-06 08:31:00,20.7,93.2,114.6,205.39999
147483,2019-12-06 08:40:00,21.0,92.6,116.8,207.8
151341,2019-12-07 07:15:00,16.4,99.9,83.2,149.89999
151365,2019-12-07 07:23:00,16.6,99.9,94.2,174.39999
151387,2019-12-07 07:31:00,16.9,99.9,100.8,191.60001
151388,2019-12-07 07:31:00,16.9,99.9,105.0,197.0
151391,2019-12-07 07:32:00,17.0,99.9,94.5,175.0
151403,2019-12-07 07:36:00,17.3,99.9,97.9,176.10001
151421,2019-12-07 07:42:00,17.5,99.9,118.8,220.2
151422,2019-12-07 07:43:00,17.6,99.8,113.0,204.8
151423,2019-12-07 07:43:00,17.7,99.7,110.4,203.39999
151424,2019-12-07 07:43:00,17.8,99.5,112.2,202.3
151425,2019-12-07 07:44:00,17.8,99.1,114.3,207.60001
151442,2019-12-07 07:50:00,18.1,99.1,110.5,201.39999
151465,2019-12-07 07:58:00,18.6,97.7,116.2,210.8
151478,2019-12-07 08:02:00,19.2,97.4,98.3,184.3
151479,2019-12-07 08:03:00,19.2,97.4,95.8,177.10001
151495,2019-12-07 08:08:00,19.1,98.2,95.5,174.10001
151557,2019-12-07 08:30:00,20.1,94.4,109.1,194.5
151563,2019-12-07 08:32:00,20.4,92.3,132.5,243.3
151564,2019-12-07 08:32:00,20.4,92.2,131.7,244.0
151565,2019-12-07 08:32:00,20.4,92.1,130.60001,245.89999
151566,2019-12-07 08:33:00,20.4,92.3,130.39999,244.8
151568,2019-12-07 08:33:00,20.5,92.7,117.9,215.10001
151569,2019-12-07 08:34:00,20.5,92.6,116.4,209.3
151570,2019-12-07 08:34:00,20.6,92.5,112.7,200.89999
151572,2019-12-07 08:35:00,20.6,91.9,109.0,193.8
151574,2019-12-07 08:35:00,20.8,91.8,110.6,194.60001
164219,2019-12-10 11:42:00,31.2,47.1,26.4,102.0
176692,2019-12-13 12:25:00,33.5,38.7,10.6,35.4
192436,2019-12-17 08:26:00,20.6,98.5,72.8,141.39999
200394,2019-12-19 07:25:00,19.9,99.9,100.6,183.8
200420,2019-12-19 07:34:00,20.2,99.9,89.9,165.3
200483,2019-12-19 07:56:00,20.4,99.9,97.5,178.39999
200496,2019-12-19 08:01:00,20.4,99.9,98.5,181.89999
200508,2019-12-19 08:05:00,20.5,99.9,95.5,176.5
200521,2019-12-19 08:09:00,20.5,99.9,96.4,177.89999
200533,2019-12-19 08:13:00,20.7,99.8,90.7,165.39999
200549,2019-12-19 08:19:00,20.8,99.0,92.9,168.8
200567,2019-12-19 08:25:00,20.8,99.4,95.4,174.5
212540,2019-12-22 06:19:00,19.8,99.9,104.8,190.0
212560,2019-12-22 06:26:00,20.0,99.9,98.7,184.0
212576,2019-12-22 06:32:00,20.1,99.9,91.9,171.2
212579,2019-12-22 06:33:00,20.1,99.9,96.1,179.10001
212581,2019-12-22 06:33:00,20.1,99.9,89.1,165.8
212597,2019-12-22 06:39:00,20.0,99.9,92.2,169.2
212607,2019-12-22 06:42:00,20.0,99.9,97.6,180.10001
212609,2019-12-22 06:43:00,20.0,99.9,96.9,178.7
212621,2019-12-22 06:47:00,20.0,99.9,102.0,187.3
212654,2019-12-22 06:59:00,19.8,99.9,86.9,158.7
212710,2019-12-22 07:18:00,19.7,99.9,104.8,191.89999
212721,2019-12-22 07:22:00,19.7,99.9,105.5,199.8
212722,2019-12-22 07:22:00,19.7,99.9,109.6,203.7
212723,2019-12-22 07:23:00,19.7,99.9,105.9,197.89999
212726,2019-12-22 07:24:00,19.7,99.9,103.9,191.2
212735,2019-12-22 07:27:00,19.7,99.9,109.2,205.10001
212736,2019-12-22 07:27:00,19.7,99.9,110.8,205.39999
212756,2019-12-22 07:34:00,19.9,99.9,108.2,195.89999
212757,2019-12-22 07:34:00,20.0,99.9,106.3,197.3
212758,2019-12-22 07:35:00,19.9,99.9,108.3,197.60001
212762,2019-12-22 07:36:00,20.0,99.9,105.3,195.0
212763,2019-12-22 07:37:00,20.0,99.9,107.2,197.3
212771,2019-12-22 07:39:00,20.0,99.9,112.4,205.10001
212772,2019-12-22 07:40:00,20.0,99.9,109.8,199.7
212773,2019-12-22 07:40:00,19.9,99.9,109.6,197.7
212774,2019-12-22 07:40:00,20.0,99.9,107.9,201.8
212780,2019-12-22 07:42:00,20.0,99.9,105.9,190.3
212781,2019-12-22 07:43:00,20.0,99.9,108.1,200.8
212782,2019-12-22 07:43:00,20.0,99.9,110.7,208.39999
212783,2019-12-22 07:43:00,20.0,99.9,110.4,200.89999
212784,2019-12-22 07:44:00,20.0,99.9,107.3,200.89999
