,created_at,temp,hum,p25,p10
10260,2019-10-28 03:21:00,26.7,74.7,113.1,133.5
10261,2019-10-28 03:21:00,26.7,74.7,112.3,128.8
10262,2019-10-28 03:22:00,26.7,74.7,110.6,130.60001
10263,2019-10-28 03:22:00,26.8,74.7,109.3,126.9
10264,2019-10-28 03:22:00,26.7,74.7,109.7,129.3
10265,2019-10-28 03:23:00,26.7,74.7,107.3,124.3
10267,2019-10-28 03:24:00,26.8,74.8,115.6,138.0
10268,2019-10-28 03:24:00,26.7,74.7,113.9,133.7
10270,2019-10-28 03:25:00,26.7,74.7,109.4,127.0
10274,2019-10-28 03:27:00,26.7,74.7,109.3,126.3
10275,2019-10-28 03:27:00,26.7,74.7,110.2,131.3
10276,2019-10-28 03:28:00,26.7,74.7,110.9,131.7
10277,2019-10-28 03:28:00,26.7,74.7,111.5,130.89999
10278,2019-10-28 03:29:00,26.7,74.6,110.8,131.2
10279,2019-10-28 03:29:00,26.7,74.7,106.3,124.7
10280,2019-10-28 03:30:00,26.7,74.8,111.6,132.8
10282,2019-10-28 03:30:00,26.8,74.8,110.7,129.8
10283,2019-10-28 03:31:00,26.7,74.8,110.4,128.5
10284,2019-10-28 03:31:00,26.7,74.8,109.4,128.10001
10285,2019-10-28 03:32:00,26.7,74.8,108.5,127.4
10286,2019-10-28 03:32:00,26.7,74.8,107.2,125.0
10287,2019-10-28 03:33:00,26.7,74.8,103.1,122.7
10288,2019-10-28 03:33:00,26.7,74.8,106.5,121.4
10289,2019-10-28 03:34:00,26.7,74.8,106.7,125.8
10290,2019-10-28 03:34:00,26.7,74.8,106.2,123.4
10291,2019-10-28 03:34:00,26.7,74.8,103.4,118.6
10292,2019-10-28 03:35:00,26.7,74.8,105.1,121.9
10293,2019-10-28 03:35:00,26.8,74.8,108.6,129.60001
10294,2019-10-28 03:36:00,26.8,74.8,105.9,120.6
10295,2019-10-28 03:36:00,26.7,74.8,101.5,119.9
10296,2019-10-28 03:37:00,26.7,74.7,102.3,120.1
10297,2019-10-28 03:37:00,26.7,74.8,103.0,123.4
10299,2019-10-28 03:38:00,26.7,74.8,100.2,119.1
10300,2019-10-28 03:38:00,26.8,74.9,99.0,114.9
10301,2019-10-28 03:39:00,26.8,74.8,100.5,116.2
10302,2019-10-28 03:39:00,26.7,74.8,101.1,118.4
10304,2019-10-28 03:40:00,26.8,74.8,101.8,122.5
10305,2019-10-28 03:41:00,26.8,74.9,99.8,115.9
10306,2019-10-28 03:41:00,26.7,74.8,102.1,117.8
10307,2019-10-28 03:42:00,26.7,74.8,101.4,118.0
10309,2019-10-28 03:42:00,26.7,74.9,94.9,110.1
10310,2019-10-28 03:43:00,26.7,74.9,98.2,113.8
10312,2019-10-28 03:44:00,26.7,74.8,97.5,116.6
10313,2019-10-28 03:44:00,26.7,74.9,98.9,115.5
10316,2019-10-28 03:46:00,26.7,75.0,98.7,115.9
10317,2019-10-28 03:46:00,26.7,74.9,97.7,112.9
10318,2019-10-28 03:46:00,26.7,75.0,98.3,110.5
10319,2019-10-28 03:47:00,26.7,74.9,97.5,116.0
10321,2019-10-28 03:48:00,26.8,75.0,97.2,112.8
10322,2019-10-28 03:48:00,26.7,74.9,96.2,111.7
10323,2019-10-28 03:49:00,26.7,74.9,95.9,112.3
10324,2019-10-28 03:49:00,26.7,74.9,94.8,112.3
10325,2019-10-28 03:50:00,26.7,74.9,97.2,113.4
10327,2019-10-28 03:50:00,26.8,75.0,97.2,111.9
10328,2019-10-28 03:51:00,26.7,75.0,100.1,115.7
10329,2019-10-28 03:51:00,26.7,74.9,102.0,118.6
10330,2019-10-28 03:52:00,26.7,75.0,95.0,109.4
10332,2019-10-28 03:53:00,26.7,74.9,99.6,120.6
10333,2019-10-28 03:53:00,26.7,74.9,93.4,107.4
10335,2019-10-28 03:54:00,26.7,74.9,98.2,114.9
10338,2019-10-28 03:55:00,26.7,74.9,95.9,109.7
10340,2019-10-28 03:56:00,26.7,74.9,92.6,107.6
10341,2019-10-28 03:57:00,26.8,75.0,91.6,104.3
10343,2019-10-28 03:58:00,26.7,75.0,94.2,106.9
10344,2019-10-28 03:58:00,26.8,75.0,93.8,105.4
10346,2019-10-28 03:59:00,26.7,75.0,90.2,105.6
10347,2019-10-28 03:59:00,26.7,75.0,89.8,102.9
10348,2019-10-28 04:00:00,26.7,75.0,87.0,102.0
10349,2019-10-28 04:00:00,26.7,75.1,88.1,102.9
10350,2019-10-28 04:01:00,26.7,75.0,90.5,107.0
10351,2019-10-28 04:01:00,26.8,75.0,91.9,106.3
10353,2019-10-28 04:02:00,26.7,75.0,87.2,101.5
10354,2019-10-28 04:02:00,26.7,75.0,87.8,100.9
10355,2019-10-28 04:03:00,26.7,75.0,89.6,105.1
10357,2019-10-28 04:04:00,26.7,75.1,90.4,103.5
10359,2019-10-28 04:05:00,26.7,75.0,91.2,106.5
10361,2019-10-28 04:06:00,26.7,75.1,85.4,97.4
10362,2019-10-28 04:06:00,26.8,75.1,88.9,103.0
10363,2019-10-28 04:06:00,26.8,75.2,85.4,98.1
10364,2019-10-28 04:07:00,26.7,75.1,85.1,96.5
10365,2019-10-28 04:07:00,26.7,75.1,86.4,98.4
10366,2019-10-28 04:08:00,26.7,75.2,85.6,99.7
10367,2019-10-28 04:08:00,26.7,75.1,87.8,101.8
10368,2019-10-28 04:09:00,26.7,75.1,86.0,100.4
10369,2019-10-28 04:09:00,26.7,75.1,87.5,100.8
10370,2019-10-28 04:10:00,26.8,75.2,85.9,99.0
10371,2019-10-28 04:10:00,26.7,75.1,85.7,101.1
10372,2019-10-28 04:10:00,26.7,75.1,84.4,99.4
10376,2019-10-28 04:12:00,26.7,75.1,83.5,97.1
10377,2019-10-28 04:13:00,26.7,75.1,79.5,92.8
10378,2019-10-28 04:13:00,26.7,75.1,80.0,93.4
10379,2019-10-28 04:14:00,26.7,75.2,80.2,93.6
10380,2019-10-28 04:14:00,26.7,75.2,80.4,96.1
10383,2019-10-28 04:15:00,26.7,75.2,81.1,94.1
10384,2019-10-28 04:16:00,26.7,75.1,79.6,92.2
10385,2019-10-28 04:16:00,26.7,75.1,79.6,93.1
10386,2019-10-28 04:17:00,26.7,75.2,78.7,90.5
10387,2019-10-28 04:17:00,26.7,75.2,80.2,91.9
10388,2019-10-28 04:18:00,26.7,75.2,78.6,90.3
10389,2019-10-28 04:18:00,26.7,75.1,76.3,87.7
10398,2019-10-28 04:22:00,26.7,75.1,78.1,92.6
10399,2019-10-28 04:22:00,26.7,75.2,77.7,89.1
10450,2019-10-28 04:45:00,26.7,75.3,62.5,72.7
10451,2019-10-28 04:45:00,26.7,75.4,63.0,72.6
10454,2019-10-28 04:47:00,26.7,75.4,62.0,71.3
10455,2019-10-28 04:47:00,26.7,75.4,61.4,70.2
10456,2019-10-28 04:48:00,26.7,75.4,60.6,70.6
10458,2019-10-28 04:49:00,26.7,75.4,61.7,70.1
10461,2019-10-28 04:50:00,26.7,75.4,62.4,71.8
10463,2019-10-28 04:51:00,26.7,75.4,61.4,71.2
10465,2019-10-28 04:52:00,26.7,75.4,59.1,69.2
10468,2019-10-28 04:53:00,26.7,75.4,58.6,67.1
10475,2019-10-28 04:56:00,26.7,75.4,60.1,69.5
10476,2019-10-28 04:57:00,26.7,75.4,58.3,67.3
10478,2019-10-28 04:57:00,26.7,75.4,56.5,67.0
10479,2019-10-28 04:58:00,26.7,75.4,57.2,65.8
10480,2019-10-28 04:58:00,26.7,75.4,57.9,66.0
10483,2019-10-28 05:00:00,26.7,75.4,57.1,64.8
10487,2019-10-28 05:01:00,26.7,75.4,55.3,63.1
10488,2019-10-28 05:02:00,26.7,75.4,54.4,62.8
10490,2019-10-28 05:03:00,26.7,75.4,55.1,65.5
10498,2019-10-28 05:06:00,26.7,75.4,57.1,66.4
10502,2019-10-28 05:08:00,26.7,75.5,54.5,61.4
10503,2019-10-28 05:09:00,26.7,75.5,54.9,61.9
10504,2019-10-28 05:09:00,26.7,75.4,55.5,63.6
10505,2019-10-28 05:09:00,26.7,75.4,54.6,61.3
10507,2019-10-28 05:10:00,26.7,75.5,54.0,60.7
10516,2019-10-28 05:14:00,26.7,75.5,53.1,61.3
10534,2019-10-28 05:22:00,26.7,75.6,50.6,57.0
20699,2019-11-05 10:44:00,29.2,55.5,76.7,151.10001
20716,2019-11-05 10:56:00,33.7,44.2,68.0,150.2
22372,2019-11-05 21:06:00,23.4,82.6,115.3,177.7
22429,2019-11-05 21:26:00,23.3,84.2,120.2,182.3
22436,2019-11-05 21:29:00,23.4,83.5,119.6,182.89999
22456,2019-11-05 21:36:00,23.1,85.2,119.6,182.89999
22461,2019-11-05 21:37:00,23.1,85.2,120.6,189.8
22509,2019-11-05 21:54:00,22.8,86.6,124.4,196.39999
22533,2019-11-05 22:02:00,22.8,87.4,119.9,183.89999
22552,2019-11-05 22:09:00,22.8,87.0,123.7,193.8
22561,2019-11-05 22:12:00,22.8,87.3,124.9,197.10001
22566,2019-11-05 22:14:00,22.8,87.5,123.0,180.0
22575,2019-11-05 22:17:00,22.8,87.1,127.6,197.89999
22582,2019-11-05 22:19:00,22.8,87.3,125.1,192.89999
22583,2019-11-05 22:20:00,22.8,87.2,126.7,189.3
22584,2019-11-05 22:20:00,22.8,87.3,133.8,203.7
22585,2019-11-05 22:20:00,22.8,87.3,137.60001,207.0
22586,2019-11-05 22:21:00,22.7,87.2,134.8,204.0
22603,2019-11-05 22:27:00,22.7,88.2,126.5,197.2
22611,2019-11-05 22:30:00,22.6,88.4,126.0,187.2
22616,2019-11-05 22:31:00,22.6,88.4,128.10001,200.60001
22642,2019-11-05 22:41:00,22.6,89.0,127.7,196.7
22653,2019-11-05 22:44:00,22.5,89.6,127.7,202.2
22657,2019-11-05 22:46:00,22.6,89.1,126.0,191.60001
22666,2019-11-05 22:49:00,22.7,88.5,127.7,188.60001
22696,2019-11-05 22:59:00,22.3,90.0,128.8,204.8
22705,2019-11-05 23:03:00,22.2,90.5,130.8,204.5
22714,2019-11-05 23:06:00,22.3,90.1,128.7,206.10001
22715,2019-11-05 23:06:00,22.3,90.2,129.60001,206.60001
22716,2019-11-05 23:06:00,22.3,90.1,129.3,207.0
22718,2019-11-05 23:07:00,22.4,90.0,129.8,207.7
22723,2019-11-05 23:09:00,22.5,89.5,128.10001,198.39999
22730,2019-11-05 23:11:00,22.6,89.1,131.89999,208.89999
22731,2019-11-05 23:12:00,22.7,88.9,134.60001,211.60001
22732,2019-11-05 23:12:00,22.6,88.7,135.10001,203.2
22748,2019-11-05 23:17:00,22.6,89.3,130.2,192.89999
22757,2019-11-05 23:21:00,22.6,89.5,130.39999,194.7
22774,2019-11-05 23:26:00,22.6,89.3,127.6,188.5
22778,2019-11-05 23:28:00,22.5,89.6,129.7,201.39999
22782,2019-11-05 23:29:00,22.5,89.7,133.3,201.5
22784,2019-11-05 23:30:00,22.5,89.9,133.60001,204.2
22785,2019-11-05 23:30:00,22.5,89.8,134.2,201.2
22788,2019-11-05 23:31:00,22.5,89.6,131.60001,191.89999
22795,2019-11-05 23:34:00,22.5,90.0,132.10001,199.8
22799,2019-11-05 23:35:00,22.5,89.8,133.39999,201.3
22800,2019-11-05 23:35:00,22.5,89.7,132.2,196.8
22806,2019-11-05 23:38:00,22.5,89.9,131.5,204.89999
22810,2019-11-05 23:39:00,22.6,88.9,133.39999,204.7
22819,2019-11-05 23:42:00,22.8,88.7,132.89999,204.2
22839,2019-11-05 23:49:00,22.8,88.1,128.2,200.2
22843,2019-11-05 23:50:00,22.9,87.5,130.2,206.60001
22844,2019-11-05 23:51:00,23.0,87.6,130.3,204.7
22848,2019-11-05 23:52:00,23.0,87.4,130.8,205.5
22863,2019-11-05 23:57:00,22.2,90.4,127.4,186.3
22871,2019-11-06 00:00:00,21.9,91.3,129.8,206.10001
22873,2019-11-06 00:01:00,21.9,91.3,131.10001,206.8
22879,2019-11-06 00:03:00,21.8,91.6,129.7,210.89999
22880,2019-11-06 00:03:00,21.8,91.6,130.8,205.5
22881,2019-11-06 00:04:00,21.8,91.6,132.2,212.10001
22891,2019-11-06 00:07:00,22.1,91.4,128.0,199.60001
22893,2019-11-06 00:08:00,22.1,91.3,127.9,205.0
22898,2019-11-06 00:10:00,22.1,91.1,125.9,196.3
22899,2019-11-06 00:10:00,22.1,90.6,123.7,194.60001
22900,2019-11-06 00:10:00,22.1,90.8,124.3,193.2
22902,2019-11-06 00:11:00,22.2,90.5,120.8,188.5
22932,2019-11-06 00:21:00,22.9,86.8,113.1,177.39999
22933,2019-11-06 00:22:00,22.8,87.7,114.3,180.10001
22963,2019-11-06 00:32:00,22.9,86.7,113.5,177.89999
22982,2019-11-06 00:39:00,22.1,90.3,113.7,178.5
23032,2019-11-06 00:56:00,21.5,91.6,118.7,188.10001
23037,2019-11-06 00:58:00,21.7,91.4,119.3,187.7
23039,2019-11-06 00:59:00,21.8,91.2,116.8,187.3
23043,2019-11-06 01:00:00,21.8,91.0,116.5,194.2
23047,2019-11-06 01:02:00,21.7,91.1,116.7,185.2
23051,2019-11-06 01:03:00,21.6,91.4,117.9,188.3
23071,2019-11-06 01:10:00,21.5,91.7,121.0,196.0
23075,2019-11-06 01:11:00,21.5,91.5,120.7,206.7
23084,2019-11-06 01:15:00,21.8,91.0,115.8,184.89999
23128,2019-11-06 01:30:00,21.1,92.4,119.6,198.8
23129,2019-11-06 01:30:00,21.1,92.3,120.7,201.60001
23168,2019-11-06 01:44:00,21.1,92.5,118.6,200.89999
23185,2019-11-06 01:50:00,21.1,92.3,118.6,200.89999
23194,2019-11-06 01:53:00,21.1,92.4,119.3,202.7
23195,2019-11-06 01:53:00,21.2,92.3,119.1,203.0
23198,2019-11-06 01:54:00,21.0,92.4,119.7,203.0
23201,2019-11-06 01:55:00,21.0,92.4,118.9,202.0
23202,2019-11-06 01:56:00,21.0,92.4,119.4,204.39999
23215,2019-11-06 02:00:00,21.0,92.8,120.6,201.2
23217,2019-11-06 02:01:00,21.0,92.7,120.3,196.39999
23218,2019-11-06 02:01:00,21.0,92.6,119.4,195.89999
23221,2019-11-06 02:02:00,21.0,92.5,120.0,199.5
23234,2019-11-06 02:07:00,21.1,92.5,119.2,199.5
23237,2019-11-06 02:08:00,21.1,92.4,121.0,200.10001
23238,2019-11-06 02:08:00,21.1,92.5,119.4,204.60001
23241,2019-11-06 02:09:00,21.1,92.5,120.1,193.10001
23243,2019-11-06 02:10:00,21.0,92.6,121.9,206.60001
23245,2019-11-06 02:11:00,21.0,92.7,120.3,198.39999
23247,2019-11-06 02:11:00,21.0,92.7,121.9,197.89999
23248,2019-11-06 02:12:00,21.0,92.8,122.0,203.2
23249,2019-11-06 02:12:00,21.0,92.8,121.7,199.39999
23250,2019-11-06 02:12:00,21.0,92.8,120.9,203.0
23254,2019-11-06 02:14:00,21.0,92.9,120.8,205.89999
23258,2019-11-06 02:15:00,21.0,92.9,120.2,191.39999
23259,2019-11-06 02:16:00,21.0,93.0,120.4,192.10001
23263,2019-11-06 02:17:00,21.0,93.0,123.3,202.10001
23268,2019-11-06 02:19:00,21.0,93.0,123.5,206.10001
23269,2019-11-06 02:20:00,20.9,93.0,121.7,203.7
23270,2019-11-06 02:20:00,20.9,93.0,121.6,206.10001
23274,2019-11-06 02:21:00,21.0,93.2,120.9,196.39999
23275,2019-11-06 02:22:00,20.9,93.2,121.9,201.3
23277,2019-11-06 02:22:00,21.0,93.2,124.3,205.8
23278,2019-11-06 02:23:00,21.0,93.2,121.4,200.2
23279,2019-11-06 02:23:00,21.0,93.1,122.0,198.0
23280,2019-11-06 02:23:00,21.0,93.2,120.9,193.39999
23283,2019-11-06 02:25:00,20.9,93.1,121.5,195.8
23284,2019-11-06 02:25:00,20.9,93.2,122.3,201.0
23285,2019-11-06 02:25:00,20.9,93.2,122.8,195.3
23287,2019-11-06 02:26:00,21.0,93.2,123.5,206.5
23289,2019-11-06 02:27:00,21.0,93.1,122.4,197.10001
23290,2019-11-06 02:27:00,21.0,93.2,121.5,196.39999
23292,2019-11-06 02:28:00,20.9,93.2,122.9,207.89999
23293,2019-11-06 02:28:00,20.9,93.2,123.3,198.39999
23294,2019-11-06 02:28:00,21.0,93.2,122.8,200.7
23295,2019-11-06 02:29:00,20.9,93.2,123.1,201.0
23296,2019-11-06 02:29:00,20.9,93.3,123.3,198.3
23297,2019-11-06 02:29:00,20.9,93.4,125.2,209.5
23298,2019-11-06 02:30:00,20.9,93.4,123.2,205.5
23299,2019-11-06 02:30:00,20.9,93.3,124.4,200.39999
23302,2019-11-06 02:31:00,20.9,93.3,123.7,200.89999
23307,2019-11-06 02:33:00,21.0,93.3,123.3,208.5
23308,2019-11-06 02:33:00,20.9,93.3,122.8,209.39999
23310,2019-11-06 02:34:00,20.9,93.3,122.6,205.2
23314,2019-11-06 02:35:00,21.0,93.4,120.6,195.0
23315,2019-11-06 02:36:00,21.1,93.3,122.9,203.0
23318,2019-11-06 02:37:00,21.0,93.2,124.7,206.2
23319,2019-11-06 02:37:00,21.1,93.3,126.1,204.39999
23320,2019-11-06 02:37:00,21.1,93.3,125.4,210.5
23321,2019-11-06 02:38:00,21.1,93.3,125.7,206.89999
23323,2019-11-06 02:38:00,21.1,93.2,124.2,208.7
23335,2019-11-06 02:43:00,21.0,93.4,126.6,217.8
23340,2019-11-06 02:44:00,21.0,93.4,127.2,217.60001
23342,2019-11-06 02:45:00,21.0,93.4,126.1,207.5
23343,2019-11-06 02:45:00,21.0,93.4,126.0,209.60001
23344,2019-11-06 02:46:00,21.0,93.4,124.9,210.2
23347,2019-11-06 02:47:00,21.1,93.3,124.8,204.10001
23348,2019-11-06 02:47:00,21.0,93.3,124.3,211.89999
23349,2019-11-06 02:48:00,21.0,93.2,124.9,211.3
23350,2019-11-06 02:48:00,21.0,93.2,125.7,208.89999
23351,2019-11-06 02:48:00,21.1,93.2,125.8,207.39999
23352,2019-11-06 02:49:00,21.0,93.2,128.7,211.7
23357,2019-11-06 02:50:00,21.1,93.4,128.0,208.0
23365,2019-11-06 02:53:00,21.0,93.3,127.2,221.0
23369,2019-11-06 02:55:00,21.0,93.4,131.10001,217.39999
23371,2019-11-06 02:55:00,21.0,93.4,133.2,235.39999
23372,2019-11-06 02:56:00,21.0,93.5,131.8,221.60001
23373,2019-11-06 02:56:00,21.0,93.4,132.89999,223.5
23374,2019-11-06 02:56:00,21.0,93.3,131.8,216.7
23376,2019-11-06 02:57:00,21.0,93.3,132.10001,229.5
23377,2019-11-06 02:57:00,21.0,93.3,132.0,220.5
23378,2019-11-06 02:58:00,21.0,93.4,132.10001,220.7
23385,2019-11-06 03:00:00,21.0,93.4,134.5,227.60001
23391,2019-11-06 03:02:00,21.0,93.4,131.7,218.8
23392,2019-11-06 03:03:00,21.0,93.4,133.39999,226.39999
23396,2019-11-06 03:04:00,20.9,93.4,134.0,224.0
23400,2019-11-06 03:05:00,20.9,93.5,129.8,211.0
23404,2019-11-06 03:07:00,20.9,93.5,130.39999,216.3
23406,2019-11-06 03:07:00,21.0,93.5,130.3,222.10001
23410,2019-11-06 03:09:00,21.0,93.5,129.89999,214.5
23413,2019-11-06 03:10:00,20.9,93.6,130.5,213.5
23425,2019-11-06 03:14:00,20.9,93.8,128.8,211.89999
23426,2019-11-06 03:14:00,20.9,93.8,129.39999,216.10001
23428,2019-11-06 03:15:00,20.9,93.7,127.0,216.0
23433,2019-11-06 03:17:00,21.0,93.6,126.6,210.10001
23434,2019-11-06 03:17:00,21.0,93.6,127.1,215.2
23435,2019-11-06 03:18:00,20.9,93.5,128.0,207.2
23437,2019-11-06 03:18:00,21.0,93.5,127.8,212.0
23444,2019-11-06 03:21:00,21.0,93.5,127.5,215.60001
23445,2019-11-06 03:21:00,21.0,93.5,124.6,210.60001
23449,2019-11-06 03:22:00,21.0,93.5,126.9,213.2
23461,2019-11-06 03:27:00,21.0,93.5,127.3,209.10001
23470,2019-11-06 03:30:00,21.0,93.6,131.89999,233.0
23473,2019-11-06 03:31:00,21.0,93.7,131.89999,227.2
23477,2019-11-06 03:32:00,21.0,93.7,130.39999,217.3
23487,2019-11-06 03:36:00,20.9,93.9,126.6,218.39999
23500,2019-11-06 03:40:00,20.9,93.9,129.8,228.7
23507,2019-11-06 03:43:00,20.9,93.7,129.89999,228.10001
23514,2019-11-06 03:45:00,21.0,93.5,131.0,228.7
23520,2019-11-06 03:47:00,21.0,93.5,128.8,225.8
23522,2019-11-06 03:48:00,21.0,93.5,128.60001,237.7
23523,2019-11-06 03:48:00,21.0,93.5,127.0,226.60001
23528,2019-11-06 03:50:00,21.0,93.4,130.39999,244.5
23529,2019-11-06 03:50:00,21.0,93.4,132.2,234.89999
23530,2019-11-06 03:51:00,21.0,93.4,131.3,225.3
23531,2019-11-06 03:51:00,21.0,93.4,131.2,222.5
23532,2019-11-06 03:51:00,21.0,93.4,130.3,228.8
23533,2019-11-06 03:52:00,21.0,93.4,131.39999,237.10001
23534,2019-11-06 03:52:00,21.0,93.5,131.7,223.8
23535,2019-11-06 03:52:00,21.0,93.5,129.89999,216.3
23537,2019-11-06 03:53:00,21.0,93.5,131.39999,235.39999
23539,2019-11-06 03:54:00,21.0,93.6,131.0,226.89999
23542,2019-11-06 03:55:00,21.0,93.7,130.2,228.3
23544,2019-11-06 03:56:00,20.9,93.6,132.10001,234.2
23545,2019-11-06 03:56:00,21.0,93.6,132.2,231.8
23549,2019-11-06 03:57:00,20.9,93.5,131.39999,236.39999
23550,2019-11-06 03:58:00,20.9,93.5,130.3,237.10001
23551,2019-11-06 03:58:00,20.9,93.5,133.0,240.10001
23552,2019-11-06 03:58:00,21.0,93.5,132.10001,233.39999
23553,2019-11-06 03:59:00,21.0,93.4,131.10001,225.60001
23555,2019-11-06 03:59:00,21.0,93.4,129.8,227.60001
23556,2019-11-06 04:00:00,21.0,93.4,130.7,226.10001
23558,2019-11-06 04:00:00,21.1,93.3,129.60001,224.60001
23560,2019-11-06 04:01:00,21.1,93.2,131.8,223.89999
23561,2019-11-06 04:01:00,21.1,93.1,131.60001,233.8
23563,2019-11-06 04:02:00,21.2,92.9,130.7,225.3
23565,2019-11-06 04:03:00,21.2,92.9,128.39999,218.7
23568,2019-11-06 04:04:00,21.2,92.8,125.8,212.39999
23571,2019-11-06 04:05:00,21.1,92.9,126.6,208.89999
23575,2019-11-06 04:06:00,21.0,93.1,131.8,228.8
23576,2019-11-06 04:07:00,21.0,93.2,131.0,236.89999
23578,2019-11-06 04:07:00,21.0,93.3,131.5,224.7
23584,2019-11-06 04:10:00,20.9,93.7,135.3,238.0
23585,2019-11-06 04:10:00,20.9,93.8,135.39999,229.10001
23586,2019-11-06 04:10:00,20.9,93.8,136.39999,235.7
23589,2019-11-06 04:11:00,20.8,93.8,134.7,237.60001
23591,2019-11-06 04:12:00,20.8,93.9,133.10001,225.39999
23592,2019-11-06 04:12:00,20.8,94.0,132.8,240.60001
23596,2019-11-06 04:14:00,20.8,94.1,135.39999,231.7
23598,2019-11-06 04:14:00,20.8,94.2,135.2,232.60001
23599,2019-11-06 04:15:00,20.8,94.2,135.7,239.2
23600,2019-11-06 04:15:00,20.8,94.2,133.5,238.2
23601,2019-11-06 04:15:00,20.8,94.2,133.39999,227.7
23602,2019-11-06 04:16:00,20.8,94.2,136.10001,239.8
23604,2019-11-06 04:16:00,20.9,94.2,135.39999,233.39999
23605,2019-11-06 04:17:00,20.9,94.1,136.89999,245.7
23606,2019-11-06 04:17:00,20.9,94.0,136.39999,245.5
23607,2019-11-06 04:18:00,21.0,93.9,135.5,241.0
23608,2019-11-06 04:18:00,21.0,93.9,135.2,244.89999
23609,2019-11-06 04:18:00,21.1,93.8,137.10001,241.10001
23611,2019-11-06 04:19:00,21.1,93.7,137.0,241.5
23612,2019-11-06 04:19:00,21.1,93.6,137.7,239.8
23613,2019-11-06 04:20:00,21.2,93.5,135.8,241.89999
23615,2019-11-06 04:20:00,21.2,93.3,135.5,233.60001
23617,2019-11-06 04:21:00,21.2,93.2,134.2,240.39999
23618,2019-11-06 04:21:00,21.2,93.1,134.10001,233.10001
23619,2019-11-06 04:22:00,21.2,93.1,133.60001,228.3
23620,2019-11-06 04:22:00,21.2,93.1,131.7,227.3
23622,2019-11-06 04:23:00,21.2,93.1,132.8,226.8
23625,2019-11-06 04:24:00,21.2,93.1,131.8,232.0
23627,2019-11-06 04:24:00,21.2,93.1,131.5,228.0
23628,2019-11-06 04:25:00,21.1,93.1,131.8,218.39999
23629,2019-11-06 04:25:00,21.1,93.2,132.3,214.39999
23631,2019-11-06 04:26:00,21.1,93.2,131.8,228.60001
23634,2019-11-06 04:27:00,21.1,93.3,135.8,237.2
23635,2019-11-06 04:27:00,21.1,93.4,135.3,231.5
23637,2019-11-06 04:28:00,21.0,93.5,133.0,233.89999
23639,2019-11-06 04:29:00,21.0,93.7,137.89999,236.0
23640,2019-11-06 04:29:00,21.0,93.7,135.3,235.60001
23643,2019-11-06 04:30:00,20.9,93.8,132.89999,230.60001
23644,2019-11-06 04:30:00,20.9,93.8,132.7,224.5
23645,2019-11-06 04:31:00,20.9,93.8,134.60001,223.3
23646,2019-11-06 04:31:00,20.9,93.9,134.7,228.39999
23648,2019-11-06 04:32:00,20.9,94.0,131.2,229.10001
23649,2019-11-06 04:32:00,20.8,94.1,132.10001,231.10001
23651,2019-11-06 04:33:00,20.8,94.1,134.7,242.0
23652,2019-11-06 04:33:00,20.8,94.2,134.60001,241.89999
23654,2019-11-06 04:34:00,20.7,94.2,134.39999,227.3
23655,2019-11-06 04:34:00,20.7,94.3,136.8,238.5
23656,2019-11-06 04:34:00,20.7,94.4,134.3,229.10001
23658,2019-11-06 04:35:00,20.7,94.5,135.89999,236.8
23659,2019-11-06 04:36:00,20.8,94.5,133.39999,230.7
23660,2019-11-06 04:36:00,20.7,94.4,134.3,232.10001
23661,2019-11-06 04:36:00,20.8,94.4,132.60001,236.39999
23664,2019-11-06 04:37:00,20.9,94.3,136.10001,241.5
23666,2019-11-06 04:38:00,21.0,94.1,133.60001,241.0
23670,2019-11-06 04:39:00,21.1,93.8,134.39999,243.2
23671,2019-11-06 04:40:00,21.2,93.8,135.0,241.5
23672,2019-11-06 04:40:00,21.2,93.7,132.5,238.8
23673,2019-11-06 04:40:00,21.2,93.5,131.10001,234.0
23677,2019-11-06 04:42:00,21.2,93.3,126.2,216.3
23681,2019-11-06 04:43:00,21.1,93.3,126.0,220.10001
23682,2019-11-06 04:43:00,21.1,93.3,126.5,225.89999
23692,2019-11-06 04:47:00,20.9,93.6,127.0,218.3
23693,2019-11-06 04:47:00,20.9,93.7,125.0,221.39999
23700,2019-11-06 04:50:00,21.0,93.6,128.3,225.7
23701,2019-11-06 04:50:00,20.9,93.5,127.7,227.2
23702,2019-11-06 04:50:00,21.0,93.5,127.3,231.39999
23703,2019-11-06 04:51:00,21.0,93.4,125.3,219.7
23705,2019-11-06 04:51:00,21.0,93.4,123.9,210.5
23706,2019-11-06 04:52:00,21.0,93.4,123.6,207.10001
23707,2019-11-06 04:52:00,21.0,93.3,124.7,209.89999
23709,2019-11-06 04:53:00,21.0,93.3,126.5,214.2
23711,2019-11-06 04:53:00,21.0,93.4,126.7,226.39999
23712,2019-11-06 04:54:00,21.1,93.4,125.6,220.89999
23715,2019-11-06 04:55:00,21.1,93.3,123.7,213.89999
23716,2019-11-06 04:55:00,21.1,93.2,125.1,213.60001
23719,2019-11-06 04:56:00,21.1,93.2,125.4,212.7
23720,2019-11-06 04:57:00,21.0,93.3,124.7,217.2
23727,2019-11-06 04:59:00,20.9,93.9,128.39999,227.39999
23731,2019-11-06 05:00:00,20.8,94.1,130.5,237.5
23732,2019-11-06 05:01:00,20.8,94.1,127.4,228.7
23733,2019-11-06 05:01:00,20.9,94.1,126.6,221.8
